"","trimestre","alcance","desocupados","activos","ocupados","edad_activ","desocupados_ampliado","activos_ampliado","desocupacion","participacion","ocupacion","desocupacion_ampliada"
"47",2011-04-01,"Atacama",6835.88726553072,133749.853496356,126913.966230825,220408,28732.5901011735,155646.556331999,5.1,60.7,57.6,18.5
"48",2011-05-01,"Atacama",5927.16548807522,134996.57534521,129069.409857135,220640,26113.8374798826,155183.247337017,4.4,61.2,58.5,16.8
"49",2010-02-01,"Coquimbo",28243.1009014351,324428.708596816,296185.607695381,551056,61901.5889993048,358087.196694686,8.7,58.9,53.7,17.3
"50",2010-03-01,"Coquimbo",28633.7708535759,328234.844958938,299601.074105363,551959,62815.6312443048,362416.705349667,8.7,59.5,54.3,17.3
"51",2010-04-01,"Coquimbo",29009.0100841825,330715.75563163,301706.745547447,552913,64376.4530059973,366083.198553444,8.8,59.8,54.6,17.6
"52",2010-05-01,"Coquimbo",28564.8311427895,331758.157974414,303193.326831624,553833,67305.9292602665,370499.256091891,8.6,59.9,54.7,18.2
"53",2010-06-01,"Coquimbo",29053.5363489308,334935.517053599,305881.980704668,554773,67644.2007813581,373526.181486027,8.7,60.4,55.1,18.1
"54",2010-07-01,"Coquimbo",28096.9973163836,334704.505734808,306607.508418425,555721,64963.6909983089,371571.199416733,8.4,60.2,55.2,17.5
"55",2010-08-01,"Coquimbo",25688.0840036128,334188.872406172,308500.78840256,556659,61172.7472905196,369673.535693079,7.7,60,55.4,16.5
"56",2010-09-01,"Coquimbo",25615.9605654258,332892.978351185,307277.017785759,557594,67519.6792715051,374796.697057264,7.7,59.7,55.1,18
"57",2010-10-01,"Coquimbo",22471.6106108296,330984.672449343,308513.061838514,558525,65485.5284546234,373998.590293137,6.8,59.3,55.2,17.5
"58",2010-11-01,"Coquimbo",20625.4833756957,330738.013632424,310112.530256728,559435,60984.6776197332,371097.207876461,6.2,59.1,55.4,16.4
"59",2010-12-01,"Coquimbo",18998.3513023324,335651.385920322,316653.034617989,560378,55108.2036145249,371761.238232514,5.7,59.9,56.5,14.8
"60",2011-01-01,"Coquimbo",21492.5698459366,345925.39449811,324432.824652173,561311,56826.5474946562,381259.372146829,6.2,61.6,57.8,14.9
"61",2011-02-01,"Coquimbo",23696.0371599967,350886.886084715,327190.848924718,562264,63547.8312255023,390738.68015022,6.8,62.4,58.2,16.3
"62",2011-03-01,"Coquimbo",24180.5930743328,347487.762352725,323307.169278392,563185,59118.3620126223,382425.531291014,7,61.7,57.4,15.5
"63",2011-04-01,"Coquimbo",22530.1492685305,345478.220912765,322948.071644234,564125,54696.2534418267,377644.325086061,6.5,61.2,57.2,14.5
"64",2011-05-01,"Coquimbo",20671.5886582155,342926.611536026,322255.022877811,565045,50219.6942165638,372474.717094374,6,60.7,57,13.5
"65",2010-02-01,"Valparaíso",82148.6239667996,858140.069937205,775991.445970406,1392262,167941.110798342,943932.556768747,9.6,61.6,55.7,17.8
"66",2010-03-01,"Valparaíso",80305.0383758066,849728.076985581,769423.038609774,1394011,165564.731631303,934987.770241077,9.5,61,55.2,17.7
"67",2010-04-01,"Valparaíso",74511.7721696707,846282.276662439,771770.504492769,1395859,152239.599195696,924010.103688464,8.8,60.6,55.3,16.5
"68",2010-05-01,"Valparaíso",71483.2173568139,842621.576199942,771138.358843128,1397600,154010.400200963,925148.759044091,8.5,60.3,55.2,16.6
"69",2010-06-01,"Valparaíso",72710.5754457894,847971.383507496,775260.808061706,1399488,158454.254082458,933715.062144164,8.6,60.6,55.4,17
"70",2010-07-01,"Valparaíso",75463.53794744,841759.382617749,766295.844670309,1401267,164050.501349701,930346.34602001,9,60.1,54.7,17.6
"71",2010-08-01,"Valparaíso",74000.3249077743,845863.095625583,771862.770717809,1403114,158644.133258687,930506.903976496,8.7,60.3,55,17
"72",2010-09-01,"Valparaíso",70268.7088661926,848734.636817043,778465.92795085,1404855,165062.194282362,943528.122233212,8.3,60.4,55.4,17.5
"73",2010-10-01,"Valparaíso",64641.7001633066,845324.888957422,780683.188794116,1406674,174537.702047272,955220.890841387,7.6,60.1,55.5,18.3
